bu_code;bu_naam;gm_naam
BU06290004;Oud-Clingendaal;Wassenaar
BU06290005;De Kieviet;Wassenaar
BU06290006;Kerkehout;Wassenaar
BU06290007;Klingenbosch;Wassenaar
BU06290008;Verspreide huizen Eikenhorst;Wassenaar
BU06290009;Verspreide huizen Meijendel;Wassenaar
BU06290100;De Paauw;Wassenaar
BU06290101;Dorp Wassenaar;Wassenaar
BU06290102;Oostdorp;Wassenaar
BU06290103;Zijlwatering en haven;Wassenaar
BU06290104;De Deijl;Wassenaar
BU06290105;Groot Deijleroord en Ter Weer;Wassenaar
BU06290106;Rijksdorp met De Pan;Wassenaar
BU06290107;Maaldrift;Wassenaar
BU06290108;Verspreide huizen Raaphorst en in poldergebied;Wassenaar
BU06290109;Verspreide huizen Duinrell Wassenaarse Slag;Wassenaar
BU06290110;Weteringpark;Wassenaar
BU06320101;Binnenstad;Woerden
BU06320102;Bloemen- en Bomenkwartier;Woerden
BU06320103;Bedrijventerrein Honthorst;Woerden
BU06320104;Staatsliedenkwartier;Woerden
BU06320105;Vogelkwartier;Woerden
BU06320106;Schilderskwartier;Woerden
BU06320201;Bedrijventerrein Barwoutswaarder;Woerden
BU06320202;Molenvliet-West;Woerden
BU06320203;Molenvliet-Oost;Woerden
BU06320204;Kromwijk;Woerden
BU06320301;Middelland-Noord;Woerden
BU06320302;Middelland-Zuid;Woerden
BU06320303;Snel en Polanen;Woerden
BU06320304;Bedrijventerrein Polanen;Woerden
BU06320305;Waterrijk;Woerden
BU06320401;Rietveld;Woerden
BU06320402;Barwoutswaarder;Woerden
BU06320501;Geestdorp;Woerden
BU06320502;Breeveld;Woerden
BU06320503;Cattenbroek;Woerden
BU06320601;Harmelen-Noord (dorp);Woerden
BU06320602;Harmelen-Zuid (dorp);Woerden
BU06320603;Putkop;Woerden
BU06320604;Buitengebied Harmelen;Woerden
BU06320605;Reijerscop;Woerden
BU06320606;Gerverscop;Woerden
BU06320701;Kamerik (dorp);Woerden
BU06320702;Kanis;Woerden
BU06320703;Buitengebied Kamerik;Woerden
BU06320801;Zegveld (dorp);Woerden
BU06320802;Buitengebied Zegveld;Woerden
BU06370001;Dorp;Zoetermeer
BU06370002;Stadscentrum;Zoetermeer
BU06370003;Palenstein;Zoetermeer
BU06370004;Driemanspolder;Zoetermeer
BU06370100;Meerzicht-West;Zoetermeer
BU06370101;Meerzicht-Oost;Zoetermeer
BU06370200;Buytenwegh;Zoetermeer
BU06370201;De Leyens;Zoetermeer
BU06370300;Seghwaert-Zuid-West;Zoetermeer
BU06370301;Seghwaert-Noord-Oost;Zoetermeer
BU06370400;Noordhove-West;Zoetermeer
BU06370401;Noordhove-Oost;Zoetermeer
BU06370500;Rokkeveen-West;Zoetermeer
BU06370501;Rokkeveen-Oost;Zoetermeer
BU06370600;Oosterheem-Zuid-West;Zoetermeer
BU06370601;Oosterheem-Noord-Oost;Zoetermeer
BU06370800;Rokkehage c.a.;Zoetermeer
BU06370801;Lansinghage c.a.;Zoetermeer
BU06370802;Zoeterhage c.a.;Zoetermeer
BU06370803;Hoornerhage c.a.;Zoetermeer
BU06370902;Balijbos;Zoetermeer
BU06370903;Westerpark c.a.;Zoetermeer
BU06370904;Buitengebied-West;Zoetermeer
BU06370905;Meerpolder;Zoetermeer
BU06370906;Scheidingszone;Zoetermeer
BU06370907;Van Tuyllpark;Zoetermeer
BU06380001;Westwout;Zoeterwoude
BU06380002;Vogelweide;Zoeterwoude
BU06380003;Bloemenweide;Zoeterwoude
BU06380004;Blankaartpark;Zoeterwoude
BU06380005;Dorp Zuid;Zoeterwoude
BU06380006;Dorpskern;Zoeterwoude
BU06380007;Dorp Noord;Zoeterwoude
BU06380101;Westeinde;Zoeterwoude
BU06380202;Zuidbuurt;Zoeterwoude
BU06380303;Weipoort;Zoeterwoude
BU06380404;Gelderswoude;Zoeterwoude
BU06380909;Verspreide huizen;Zoeterwoude
BU06381004;Rijnegom;Zoeterwoude
BU06381005;Oosthoek;Zoeterwoude
BU06381006;Meerburg;Zoeterwoude
BU06381007;De Goede Herder;Zoeterwoude
BU06381010;Industriegebied Grote Polder;Zoeterwoude
BU06381011;Industriegebied Barrepolder;Zoeterwoude
BU06381012;Hoge Rijndijk Noord;Zoeterwoude
BU06381013;Hoge Rijndijk Oost;Zoeterwoude
BU06420101;Slagveld en Omgeving;Zwijndrecht
BU06420102;Veerplein - Oostkeetshaven;Zwijndrecht
BU06420103;Drinkwaterbedrijf;Zwijndrecht
BU06420104;Balkengat;Zwijndrecht
BU06420105;Noordpark;Zwijndrecht
BU06420106;Industriegebied Ringdijk;Zwijndrecht
BU06420107;Staatsliedenbuurt-Noord;Zwijndrecht
BU06420108;Europesebuurt;Zwijndrecht
BU06420109;Staatsliedenbuurt-Zuid;Zwijndrecht
BU06420110;Oud- en Gerbrandyplein;Zwijndrecht
BU06420111;Winkelcentrum Walburg;Zwijndrecht
BU06420112;De Were en omgeving;Zwijndrecht
BU06420113;Lievershil en omgeving;Zwijndrecht
BU06420114;Eem- en Zonnestein;Zwijndrecht
BU06420115;Swanendrif-Zuid;Zwijndrecht
BU06420201;Veerplein - De Werf;Zwijndrecht
BU06420202;Euryza;Zwijndrecht
BU06420203;Westkeetshaven;Zwijndrecht
BU06420204;Brugweg;Zwijndrecht
BU06420205;Corridor-Oost;Zwijndrecht
BU06420206;Voormalig veilingterrein;Zwijndrecht
BU06420207;Burgemeester Doornplein en omgeving;Zwijndrecht
BU06420208;Prins Bernhardstraat en omgeving;Zwijndrecht
BU06420209;Juliandorp;Zwijndrecht
BU06420301;Industriegebied Develpoort;Zwijndrecht
BU06420302;Corridor-West;Zwijndrecht
BU06420303;Schildersbuurt;Zwijndrecht
BU06420304;Sterrenbeeldenbuurt;Zwijndrecht
BU06420305;Planetenbuurt;Zwijndrecht
BU06420306;Begraafplaats Noord;Zwijndrecht
BU06420307;Officiervliet-Oost;Zwijndrecht
BU06420308;Officiervliet-West;Zwijndrecht
BU06420309;Ter Steeghe;Zwijndrecht
BU06420310;Pilotenbuurt;Zwijndrecht
BU06420311;Langeraarstraat en omgeving;Zwijndrecht
BU06420312;Hoveniersplein - Griend;Zwijndrecht
BU06420313;Prinsessenbuurt;Zwijndrecht
BU06420401;De Hoge Devel;Zwijndrecht
BU06420402;Componistenbuurt-Zuid;Zwijndrecht
BU06420403;Componistenbuurt-Midden;Zwijndrecht
BU06420404;Componistenbuurt-Noord;Zwijndrecht
BU06420405;Oudeland en Meubelmaker;Zwijndrecht
BU06420406;Klarinetsingel en omgeving;Zwijndrecht
BU06420407;Sonate en omgeving;Zwijndrecht
BU06420408;De As;Zwijndrecht
BU06420409;Park Molenvliet;Zwijndrecht
BU06420410;Industriegebied Molenvliet;Zwijndrecht
BU06420501;Noordzijde De Hoge Devel;Zwijndrecht
BU06420502;Develsteincollege;Zwijndrecht
BU06420503;Swinhove - De Lus;Zwijndrecht
BU06420504;Kolonienbuurt;Zwijndrecht
BU06420505;Meerdervoort;Zwijndrecht
BU06420506;Dichtersbuurt-Midden;Zwijndrecht
BU06420507;Dichtersbuurt-West;Zwijndrecht
BU06420508;Verzetsheldenbuurt;Zwijndrecht
BU06420509;Kapiteinflats;Zwijndrecht
BU06420510;Zeeheldenbuurt;Zwijndrecht
BU06420511;Bloemenbuurt M(adelief) - Z(onnenbloem);Zwijndrecht
BU06420512;Bloemenbuurt D(ahlia) - G(eranium);Zwijndrecht
BU06420513;Bloemenbuurt B(egonia) - C(rocus);Zwijndrecht
BU06420514;Bloemenbuurt H(yacinth) - L(Obelia);Zwijndrecht
BU06420515;Bloemenbuurt A(kelei);Zwijndrecht
BU06420601;IJsvogelplein;Zwijndrecht
BU06420602;Vogelbuurt-Oost;Zwijndrecht
BU06420603;Ooievaar- en Vinkplein;Zwijndrecht
BU06420604;Vogelbuurt-West;Zwijndrecht
BU06420605;Leeuwerik- en Fazantplein;Zwijndrecht
BU06420606;Moermond-Zuid;Zwijndrecht
BU06420607;Boshuizen - Rechteren;Zwijndrecht
BU06420608;Assumburg - Lunenburg;Zwijndrecht
BU06420609;Hilverbeek en omgeving;Zwijndrecht
BU06420610;Develzijde Nederhoven;Zwijndrecht
BU06420701;Industriegebied Groote Lindt;Zwijndrecht
BU06420702;De Geer-Oost;Zwijndrecht
BU06420703;De Geer-West;Zwijndrecht
BU06420704;Achterlindtsestraat;Zwijndrecht
BU06420705;Kijfhoek;Zwijndrecht
BU06420706;Emplacement Kijfhoek;Zwijndrecht
BU06420707;Groenesteeg - Langeweg;Zwijndrecht
BU06420708;Bakestein;Zwijndrecht
BU06420801;Molenweg-West;Zwijndrecht
BU06420802;Dorp-Noordoost;Zwijndrecht
BU06420803;Dorp-Zuidoost;Zwijndrecht
BU06420804;Dorp-Zuid;Zwijndrecht
BU06420805;Bedrijventerrein Gors-Noord;Zwijndrecht
BU06420901;Emplacement Kijfhoek en Langeweg;Zwijndrecht
BU06420902;Sportcomplex De Molenwei;Zwijndrecht
BU06420903;Polder Heerjansdam;Zwijndrecht
BU06420904;Kleine Lindt Polder;Zwijndrecht
BU06420905;Hooge Nespolder;Zwijndrecht
BU06420906;Het Buitenland en omgeving;Zwijndrecht
BU06420907;Bedrijventerrein Gors-Zuid;Zwijndrecht
BU06540101;Kern Baarland;Borsele
BU06540102;Buitengebied Baarland;Borsele
BU06540201;Kern Borssele;Borsele
BU06540202;Buitengebied Borssele;Borsele
BU06540203;Havengebied Sloe Borssele;Borsele
BU06540301;Kern Driewegen;Borsele
BU06540302;Buitengebied Driewegen;Borsele
BU06540401;Kern Ellewoutsdijk;Borsele
BU06540402;Buitengebied Ellewoutsdijk;Borsele
BU06540501;Kern Heinkenszand;Borsele
BU06540502;Buitengebied Heinkenszand;Borsele
BU06540601;Kern Hoedekenskerke;Borsele
BU06540602;Buitengebied Hoedekenskerke;Borsele
BU06540701;Kern Kwadendamme;Borsele
BU06540702;Buitengebied Kwadendamme;Borsele
BU06540801;Kern Lewedorp;Borsele
BU06540802;Buitengebied Lewedorp;Borsele
BU06540901;Kern Nieuwdorp;Borsele
BU06540902;Buitengebied Nieuwdorp;Borsele
BU06540903;Havengebied Sloe Nieuwdorp;Borsele
BU06541001;Kern Nisse;Borsele
BU06541002;Buitengebied Nisse;Borsele
BU06541101;Kern Oudelande;Borsele
BU06541102;Buitengebied Oudelande;Borsele
BU06541201;Kern Ovezande;Borsele
BU06541202;Buitengebied Ovezande;Borsele
BU06541301;Kern 's-Gravenpolder;Borsele
BU06541302;Buitengebied 's-Gravenpolder;Borsele
BU06541401;Kern 's-Heer Abtskerke;Borsele
BU06541402;Buitengebied 's-Heer Abtskerke;Borsele
BU06541501;Kern 's-Heerenhoek;Borsele
BU06541502;Buitengebied 's-Heerenhoek;Borsele
BU06640101;Goes-Centrum;Goes
BU06640102;Goes-Oost;Goes
BU06640103;Goes-Zuid;Goes
BU06640104;Goes-West;Goes
BU06640105;Goes-Noordwest;Goes
BU06640106;Goes-Noordoost;Goes
BU06640107;Industrieterrein De Poel;Goes
BU06640108;Industrieterrein Haven;Goes
BU06640109;Goese Meer;Goes
BU06640110;Overzuid;Goes
BU06640111;Mannee;Goes
BU06640220;Wilhelminadorp;Goes
BU06640229;Verspreide huizen Wilhelminadorp;Goes
BU06640330;Kloetinge;Goes
BU06640331;Oostmolenpark;Goes
BU06640338;Verspreide huizen in het Oosten;Goes
BU06640339;Verspreide huizen in het Zuiden;Goes
BU06640440;Kattendijke;Goes
BU06640449;Verspreide huizen Kattendijke;Goes
BU06640550;'s-Heer-Arendskerke;Goes
BU06640551;De Schenge;Goes
BU06640559;Verspreide huizen in het Westen;Goes
BU06640660;Eindewege;Goes
BU06640770;'s-Heer-Hendrikskinderen;Goes
BU06640778;Verspreide huizen ten noorden van 's-Heer-Hendrikskinderen;Goes
BU06640779;Verspreide huizen ten zuiden van 's-Heer-Hendrikskinderen;Goes
BU06640880;Wolphaartsdijk;Goes
BU06640889;Verspreide huizen Wolphaartsdijk;Goes
BU06640990;Oud-Sabbinge;Goes
BU06680100;Kern Alphen;West Maas en Waal
BU06680101;Buitengebied Alphen;West Maas en Waal
BU06680200;Kern Altforst;West Maas en Waal
BU06680201;Buitengebied Altforst;West Maas en Waal
BU06680300;Kern Appeltern;West Maas en Waal
BU06680301;Buitengebied Appeltern;West Maas en Waal
BU06680400;Kern Beneden-Leeuwen;West Maas en Waal
BU06680401;Buitengebied Beneden-Leeuwen;West Maas en Waal
BU06680500;Kern Boven-Leeuwen;West Maas en Waal
BU06680501;Buitengebied Boven-Leeuwen;West Maas en Waal
BU06680600;Kern Dreumel;West Maas en Waal
BU06680601;Buitengebied Dreumel;West Maas en Waal
BU06680700;Kern Maasbommel;West Maas en Waal
BU06680701;Buitengebied Maasbommel;West Maas en Waal
BU06680800;Kern Wamel;West Maas en Waal
BU06680801;Buitengebied Wamel;West Maas en Waal
BU06770101;Binnenstad;Hulst
BU06770102;Carmel;Hulst
BU06770103;Linie;Hulst
BU06770104;Dullaert;Hulst
BU06770105;Puienput;Hulst
BU06770106;Nassau;Hulst
BU06770107;Groote Kreek;Hulst
BU06770108;Zoetevaart;Hulst
BU06770109;Absdaalseweg;Hulst
BU06770110;Hogeweg;Hulst
BU06770111;Buitengebied Hulst;Hulst
BU06770201;Polderken;Hulst
BU06770202;Walhoek;Hulst
BU06770203;Gedelfte;Hulst
BU06770204;Buitengebied Sint Jansteen;Hulst
BU06770301;Goukensberg;Hulst
BU06770302;Durpe;Hulst
BU06770303;Buitengebied Clinge;Hulst
BU06770401;Kern Graauw;Hulst
BU06770402;Paal;Hulst
BU06770403;Buitengebied Graauw;Hulst
BU06770501;Kern Heikant;Hulst
BU06770502;Buitengebied Heikant;Hulst
BU06770601;Kern Nieuw Namen;Hulst
BU06770602;Buitengebied Nieuw Namen;Hulst
BU06770701;Kern Kapellebrug;Hulst
BU06770702;Buitengebied Kapellebrug;Hulst
BU06770801;Groenendijk;Hulst
BU06770802;Zandewijk;Hulst
BU06770803;Molenstraat;Hulst
BU06770804;Hoek en Bosch;Hulst
BU06770805;Buitengebied Kloosterzande;Hulst
BU06770901;Kern Lamswaarde;Hulst
BU06770902;Buitengebied Lamswaarde;Hulst
BU06771001;Kern Terhole;Hulst
BU06771002;Buitengebied Terhole;Hulst
BU06771101;Stoppeldijk;Hulst
BU06771102;Boschkapelle;Hulst
BU06771103;Buitengebied Vogelwaarde;Hulst
BU06771201;Kern Hengstdijk;Hulst
BU06771202;Buitengebied Hengstdijk;Hulst
BU06771301;Kern Ossenisse;Hulst
BU06771302;Buitengebied Ossenisse;Hulst
BU06771401;Kern Kuitaart;Hulst
BU06771402;Buitengebied Kuitaart;Hulst
BU06771501;Kern Walsoorden;Hulst
BU06771502;Perkpolder;Hulst
BU06771503;Buitengebied Walsoorden;Hulst
BU06780000;Kapelle;Kapelle
BU06780009;Verspreide huizen Kapelle;Kapelle
BU06780100;Wemeldinge;Kapelle
BU06780109;Verspreide huizen Wemeldinge;Kapelle
BU06780200;Schore;Kapelle
BU06780209;Verspreide huizen Schore;Kapelle
BU06870003;Abdij;Middelburg
BU06870004;Stadhuis;Middelburg
BU06870005;Markt;Middelburg
BU06870006;Damplein;Middelburg
BU06870007;Dampoort;Middelburg
BU06871008;Griffioen I;Middelburg
BU06871009;Griffioen II;Middelburg
BU06871010;Poppenroede;Middelburg
BU06871102;Seislaan;Middelburg
BU06871111;Klarenbeek I;Middelburg
BU06871112;Klarenbeek II & III;Middelburg
BU06871213;Nieuw Middelburg;Middelburg
BU06871301;Brigdamme;Middelburg
BU06871314;Leliendale;Middelburg
BU06871415;Sint Laurens;Middelburg
BU06871416;Rozenhof;Middelburg
BU06871417;Popkensburg;Middelburg
BU06871518;Ramsburg;Middelburg
BU06871619;Prooijenspark;Middelburg
BU06871620;Veersepoort;Middelburg
BU06871721;Golsteinseweg;Middelburg
BU06871768;Nieuwenhove;Middelburg
BU06871781;Brigdamsepad;Middelburg
BU06871822;Zandvoort;Middelburg
BU06871823;Goedgelegen;Middelburg
BU06871824;Pronkenburg;Middelburg
BU06871925;Schellach;Middelburg
BU06871926;Krooneveld;Middelburg
BU06872027;Poelendaele;Middelburg
BU06872028;'t Zand;Middelburg
BU06872031;Stromenwijk;Middelburg
BU06872032;Toorenvliedt;Middelburg
BU06872084;Breewijk;Middelburg
BU06872933;Breeweg;Middelburg
BU06872934;Ter Hooge;Middelburg
BU06872935;Lustenburg;Middelburg
BU06872936;Nieuw Abeele;Middelburg
BU06873037;Magistraatwijk I;Middelburg
BU06873038;Magistraatwijk II;Middelburg
BU06873039;Erasmuswijk;Middelburg
BU06873040;Magistraatwijk III;Middelburg
BU06873041;Reijershove;Middelburg
BU06873082;Veldzigt;Middelburg
BU06873083;Essenvelt;Middelburg
BU06873143;Kruitmolen;Middelburg
BU06873144;Dauwendaele I;Middelburg
BU06873145;Dauwendaele II;Middelburg
BU06873171;Edelstenenbuurt;Middelburg
BU06873247;Arnestein I;Middelburg
BU06873248;Arnestein II;Middelburg
BU06873946;Mortiere I;Middelburg
BU06873950;Mortiere III;Middelburg
BU06873970;Mortiere II;Middelburg
BU06874051;Nieuw- en Sint Joosland;Middelburg
BU06874952;Nieuwlandsrust;Middelburg
BU06874953;Vlackeweg;Middelburg
BU06874954;Middelburgschepolder;Middelburg
BU06874955;Mortierepolder;Middelburg
BU06874956;Oudedorp;Middelburg
BU06874957;Derdeweg;Middelburg
BU06875058;Dorp;Middelburg
BU06875059;Poldertje;Middelburg
BU06875060;Brakenburg I;Middelburg
BU06875061;Brakenburg II;Middelburg
BU06875062;Brakenburg III;Middelburg
BU06875063;Hazenburg I;Middelburg
BU06875069;De Lage Landen;Middelburg
BU06875085;Hazenburg II;Middelburg
BU06875164;Kleverskerke;Middelburg
BU06875265;Oranjeplaat;Middelburg
BU06875367;Veerse Meer;Middelburg
BU06875966;Buitengebied;Middelburg
BU07030000;Yerseke - Kern;Reimerswaal
BU07030001;Yerseke - West;Reimerswaal
BU07030002;Yerseke - Steehof;Reimerswaal
BU07030006;Yerseke - Molenpolder/Olzendepolder;Reimerswaal
BU07030009;Verspreide huizen Yerseke;Reimerswaal
BU07030100;Kruiningen - Kern;Reimerswaal
BU07030101;Kruiningen - Zandweg;Reimerswaal
BU07030102;Kruiningen - Kruseveer;Reimerswaal
BU07030106;Kruiningen - Nishoek;Reimerswaal
BU07030109;Verspreide huizen Kruiningen;Reimerswaal
BU07030200;Krabbendijke - Kern;Reimerswaal
BU07030201;Krabbendijke - Oostpolder;Reimerswaal
BU07030202;Krabbendijke - Rozeboom;Reimerswaal
BU07030206;Krabbendijke - Zuidweg;Reimerswaal
BU07030209;Verspreide huizen Krabbendijke;Reimerswaal
BU07030300;Waarde;Reimerswaal
BU07030309;Verspreide huizen Waarde;Reimerswaal
BU07030400;Rilland - Kern;Reimerswaal
BU07030401;Rilland- Stationsbuurt;Reimerswaal
BU07030402;Rilland - Bath;Reimerswaal
BU07030403;Rilland - Werfkampen;Reimerswaal
BU07030406;Rilland - De Poort;Reimerswaal
BU07030409;Verspreide huizen Rilland;Reimerswaal
BU07030500;Hansweert - Kern;Reimerswaal
BU07030501;Hansweert - Tramper;Reimerswaal
BU07030509;Verspreide huizen Hansweert;Reimerswaal
BU07030600;Oostdijk;Reimerswaal
BU07030609;Verspreide huizen Oostdijk;Reimerswaal
BU07150101;Kern Axel;Terneuzen
BU07150201;Buitengebied Axel;Terneuzen
BU07150301;Kern Biervliet;Terneuzen
BU07150401;Buitengebied Biervliet;Terneuzen
BU07150501;Kern Hoek;Terneuzen
BU07150601;Buitengebied Hoek;Terneuzen
BU07150701;Kern Koewacht;Terneuzen
BU07150801;Buitengebied Koewacht;Terneuzen
BU07150901;Kern Overslag;Terneuzen
BU07151001;Buitengebied Overslag;Terneuzen
BU07151101;Kern Philippine;Terneuzen
BU07151201;Buitengebied Philippine;Terneuzen
BU07151301;Kern Sas van Gent;Terneuzen
BU07151401;Buitengebied Sas van Gent;Terneuzen
BU07151501;Kern Sluiskil;Terneuzen
BU07151601;Buitengebied Sluiskil;Terneuzen
BU07151701;Kern Spui;Terneuzen
BU07151801;Buitengebied Spui;Terneuzen
BU07151901;Buitengebied Terneuzen;Terneuzen
BU07152001;Binnenstad-Java;Terneuzen
BU07152101;Noordpolder;Terneuzen
BU07152102;Serlippenspolder;Terneuzen
BU07152103;Zuiderpark;Terneuzen
BU07152104;Lievenspolder;Terneuzen
BU07152105;Triniteit;Terneuzen
BU07152201;Noorderdokken;Terneuzen
BU07152202;Handelspoort;Terneuzen
BU07152203;Zuidpoort;Terneuzen
BU07152204;Zevenaar;Terneuzen
BU07152301;Oude Vaart;Terneuzen
BU07152302;Driewegen;Terneuzen
BU07152303;Oudelandse Hoeve;Terneuzen
BU07152304;Katspolder;Terneuzen
BU07152305;Zeldenrust;Terneuzen
BU07152401;Othene;Terneuzen
BU07152501;Kern Westdorpe;Terneuzen
BU07152601;Buitengebied Westdorpe;Terneuzen
BU07152701;Kern Zaamslag;Terneuzen
BU07152801;Buitengebied Zaamslag;Terneuzen
BU07152901;Kern Zuiddorpe;Terneuzen
BU07153001;Buitengebied Zuiddorpe;Terneuzen
BU07160000;Tholen;Tholen
BU07160009;Verspreide huizen Tholen;Tholen
BU07160100;Poortvliet;Tholen
BU07160109;Verspreide huizen Poortvliet;Tholen
BU07160200;Scherpenisse;Tholen
BU07160209;Verspreide huizen Scherpenisse;Tholen
BU07160300;Sint-Maartensdijk;Tholen
BU07160309;Verspreide huizen Sint-Maartensdijk;Tholen
BU07160400;Stavenisse;Tholen
BU07160409;Verspreide huizen Stavenisse;Tholen
BU07160500;Sint-Annaland;Tholen
BU07160509;Verspreide huizen Sint-Annaland;Tholen
BU07160600;Oud-Vossemeer;Tholen
BU07160609;Verspreide huizen Oud-Vossemeer;Tholen
BU07160700;Sint Philipsland;Tholen
BU07160709;Verspreide huizen Sint Philipsland;Tholen
BU07160710;Anna Jacobapolder;Tholen
BU07170000;Veere;Veere
BU07170001;Zanddijk;Veere
BU07170002;Buiten de Veste;Veere
BU07170009;Verspreide huizen Veere;Veere
BU07170100;Gapinge;Veere
BU07170109;Verspreide huizen Gapinge;Veere
BU07170200;Vrouwenpolder;Veere
BU07170201;Breezand;Veere
BU07170209;Verspreide huizen Vrouwenpolder;Veere
BU07170300;Serooskerke;Veere
BU07170309;Verspreide huizen Serooskerke;Veere
BU07170400;Domburg;Veere
BU07170409;Verspreide huizen Domburg;Veere
BU07170500;Oostkapelle;Veere
BU07170501;Randduin;Veere
BU07170502;Duno;Veere
BU07170508;Verspreide huizen in het Zuiden;Veere
BU07170509;Verspreide huizen in het Noorden;Veere
BU07170600;Aagtekerke;Veere
BU07170609;Verspreide huizen Aagtekerke;Veere
BU07170700;Grijpskerke;Veere
BU07170709;Verspreide huizen Grijpskerke;Veere
BU07170800;Meliskerke;Veere
BU07170809;Verspreide huizen Meliskerke;Veere
BU07170900;Koudekerke;Veere
BU07170901;Dishoek;Veere
BU07170908;Verspreide huizen recreatiegebied van Koudekerke;Veere
BU07170909;Verspreide huizen buiten recreatiegebied Koudekerke;Veere
